NAME,LABEL,Z
ZTF20abxyajd,SN Ia,0.02
ZTF20abjxrhg,SN Ia,0.08
ZTF20achmgee,SN Ia,0.075
ZTF20achptde,SN Ia,0.0906
ZTF20achnfaa,SN II,0.055532
ZTF20acggxac,SN Ia,0.093
ZTF20acgnrqu,SN Ia,0.046
ZTF20achbkud,SN Ia,0.085
ZTF20acfqngt,SN Ic,0.016111
ZTF20acehyxd,SN Ia,0.036
ZTF20acfkkyf,SN Ia,0.056
ZTF20acezpem,SN Ia,0.07
ZTF20accsfkt,SN Ia,0.08
ZTF20acbovrt,SN Ia,0.05
ZTF20abxyifx,SN II,0.02563
ZTF20abzvxyk,SN Ia,0.093
ZTF20acggzxc,SN Ia,0.084
ZTF20accovje,SN Ia,0.094
ZTF20acgrvqo,SN Ia,0.03
ZTF20abzjads,SN Ia,0.075
ZTF20abzqlts,SN II,0.058
ZTF20abqgzhh,SN Ia,0.05
ZTF20acgnzhj,SN Ia,0.06
ZTF20abyiohf,SN Ia,0.085
ZTF20abygigy,SN Ia,0.0595
ZTF20acgcgnf,SN Ia,0.096
ZTF20acfvqdz,SN II,0.03331
ZTF20abydkrl,SN Ia,0.031141
ZTF20abmdfcy,SN Ia,0.0934
ZTF20abqvsik,SN Ia,0.002597
ZTF20accxqqo,SN Ia,0.04
ZTF20acberfr,SN Ia,0.09
ZTF20accdijx,SN II,0.025
ZTF20abtnpwt,SN Ia,0.09
ZTF20accxzmn,SN Ia,0.051
ZTF20acberbd,SN Ia,0.07
ZTF20acbttnt,SN Ia-91T-like,0.099
ZTF20abyxuky,SN Ia,0.08
ZTF20abjfufv,SN Ia,0.03
ZTF20abyfmjr,SN Ia,0.099
ZTF20abxyfye,SN Ia,0.06
ZTF20abxjefm,SN Ia,0.079
ZTF20abqlgtv,SN Ia,0.103
ZTF20absvwdh,SN Ia,0.0667854
ZTF20abqnztv,SN Ia,0.07
ZTF20abqlawg,SN Ia,0.0711
ZTF20abpvolc,SN Ia,0.07
ZTF20abnwldu,SN Ia,0.127
ZTF20abjaapj,SN II,0.03
ZTF20abgbxfm,SN Ia,0.073
ZTF20abcxnkh,SN Ia,0.048
ZTF20acfvltv,SN Ia,0.04
ZTF20acfdmex,SN II,0.018489
ZTF20acfasbq,SN Ia,0.047
ZTF20acchxpm,SN Ia,0.08
ZTF20abywpkl,SN Ia,0.06
ZTF20abrcsdn,SN II,0.015
ZTF20abxxzxy,SN Ia,0.066
ZTF20abxfiev,SN Ia,0.08
ZTF20acauthg,SN Ia,0.08
ZTF20abwzqzo,SN IIb,0.023033
ZTF20abonvte,SN IIn,0.053
ZTF20acbeanu,SN Ia,0.06
ZTF18abxhsyn,SN Ia,0.03757
ZTF20abzjcdg,SN Ic,0.046432
ZTF20abzoaas,SN II,0.02723
ZTF20abywoaa,SN II,0.063
ZTF19acwqvvn,SN Ia,0.0645
ZTF20abxmwwd,SN IIP,0.03
ZTF20abvvnqh,SN Ic,0.0369
ZTF20abrmmah,SN Ic-BL,0.0725
ZTF20abnvdem,SN Ia,0.075
ZTF20accagnf,SN Ia,0.06
ZTF20abzhwtq,SN Ia,0.053741
ZTF20abpmqnr,SN IIn,0.022
ZTF20abyxnjo,SN Ia,0.08
ZTF20abyxcib,SN Ia,0.02897
ZTF20abyqdyg,SN Ia,0.1
ZTF20abzjvse,SN Ia,0.08
ZTF20abzcokv,SN Ia,0.055
ZTF20abyznqs,SN Ibn,0.05
ZTF20abqferm,SN II,0.03
ZTF20aboytzr,SN Ia,0.0678
ZTF20abzgfhl,SN Ia,0.08
ZTF20abvycvf,SN Ia,0.022222
ZTF20abrnvnn,SN II,0.0444
ZTF20abzoeiw,SN Ic-BL,-1.0
ZTF20abwkqxd,SN Ia,0.05
ZTF20abvquuo,SN Ib,0.03
ZTF20abzbfct,SN Ia,0.035
ZTF20abyzprl,SN II,0.053
ZTF20abywsut,SN Ic,0.031428
ZTF20abywspv,SN Ia,0.09
ZTF20abyylgi,SN II,0.02891
ZTF20abyjoxb,SN Ia,0.085
ZTF20abyjopm,SN Ia,0.11
ZTF20abxezim,SN Ia,0.0757538
ZTF20abxcycq,SN Ia,0.082073
ZTF20abwcnhm,SN Ia,0.04
ZTF20abvowvw,SN Ia,0.05
ZTF20abupxie,SN II,0.0184
ZTF20abtsecq,SN Ia,0.076
ZTF20abstsxb,SN Ia,0.094
ZTF20abqbzuv,SN Ia,0.02638
ZTF20abzjpsv,SN Ia,0.095
ZTF20abyzgzj,SN Ia,0.06
ZTF20abyvtds,SN Ia,0.04
ZTF20abweedo,SN Ia,0.039
ZTF20abtjjhb,SN IIn,0.064
ZTF20abyptpc,SN Ia,0.01335
ZTF20abylbuf,SN Ia,0.0468
ZTF20abxgxjd,SN Ia,0.07
ZTF20abwxywy,SN Ic,0.017429
ZTF20abvykmy,SN Ia,0.052
ZTF20abywzvj,SN Ia,0.038748
ZTF20abxyggc,SN Ia,0.022742
ZTF20abwdwoa,SN Ia,0.103
ZTF20abucvpo,SN Ia,0.03
ZTF20abtfnpl,SN Ia,0.07
ZTF20abquppg,SN Ia,0.068
ZTF20abqfgee,SN Ia,0.028
ZTF20abpyplw,SN Ia,0.072
ZTF20aabqihu,TDE,0.068
ZTF19accmaxo,TDE,0.0878
ZTF20abzcsbt,SN Ia,0.023
ZTF20abyppuk,SN Ia,0.08
ZTF20abxpoxd,SN Ic,0.02208
ZTF20abvyauy,SN Ia,0.04
ZTF20abxwreg,SN Ia,0.06
ZTF20abwynwj,SN Ia,0.06
ZTF20abxyaaf,SN Ic,0.015647
ZTF20abuusst,SN Ia,0.09
ZTF20abqlmwn,SN II,0.025
ZTF20abqdkne,SN Ic,0.028387
ZTF20abyfgri,SN Ia,0.06
ZTF20abvtozi,SN Ia,0.045
ZTF20abmsxxr,SN Ia,0.1
ZTF20ablnjvp,SN Ia,0.0538
ZTF20ablklei,SN II,0.025
ZTF20abjyorg,SN II,0.0527
ZTF20abowpvf,SN Ia,0.082
ZTF20aboquuv,SN Ia,0.048
ZTF20abwyyjc,SN Ia,0.08
ZTF20abupbub,SN Ia,0.04
ZTF20abrnavu,SN Ia,0.08
ZTF18abqyaix,SN Ia,0.0582
ZTF20abxrsjb,SN Ia,0.07
ZTF20abwaoey,SN Ia,0.11
ZTF20abtctgr,SN Ia,0.045
ZTF20abptxls,SN Ia,0.016
ZTF20abkdpsy,SN Ia,0.021
ZTF20abxxvzp,SN Ia,0.048
ZTF20abxyadt,SN Ia,0.066
ZTF20abwavab,SN Ia,0.03
ZTF20abxmgny,SN Ia,0.09
ZTF20abxgwjr,SN Ia,0.035
ZTF20abpzatb,SN Ib/c,0.1
ZTF20abgbwmt,SN Ia,0.035
ZTF20abqmmhn,SN Ia,0.09
ZTF20abtajxq,SN Ia,0.0818
ZTF20abuojuw,SN Ia,0.07
ZTF20abtkjfw,SN Ic,0.017445
ZTF20abrdvpj,SN Ia,0.1
ZTF20aattztb,SN IIn,0.1116
ZTF20aaaddgy,SN IIn,0.1029
ZTF19acftbsn,SN IIn,0.1215
ZTF20absfrbq,SN Ia,0.07
ZTF19acbjddp,SN Ia-CSM,0.1835
ZTF19ablpasc,SN IIn,0.127
ZTF19aalbfga,SN IIn,0.125
ZTF19aadoota,SN IIn,0.058
ZTF20abswjae,SN Ia,0.07427
ZTF20abgxlut,AGN,0.257
ZTF20abgtvhl,SN II,0.0178
ZTF20abliiex,SN II,0.039184
ZTF20abchbds,SN Ia,0.011
ZTF20abushtf,SN Ia,0.08
ZTF18aatrkga,SN Ia,0.0285
ZTF20abpeyat,SN Ia,0.05
ZTF20abekcdt,SN II,0.049
ZTF20abthxfr,SN Ia,0.046
ZTF20abqefja,SN Ia,0.0802
ZTF20abjwvdh,SN Ia,0.045
ZTF20abrnklh,SN Ia,0.06
ZTF20abpqdgh,SN Ia,0.076
ZTF20abkacis,SN Ia,0.06
ZTF20abrgyhd,SN Ia,0.066
ZTF20abrffom,SN Ia-pec,0.028687
ZTF20abqmtsh,SN Ia,0.025077
ZTF20abqofgc,SN Ia,0.08
ZTF20abqhsxb,Nova,0.00017
ZTF20abqetet,SN Ia,0.06
ZTF19abzfxel,SN IIn,0.074
ZTF20abpyxja,SN Ia,0.05
ZTF20abpuyau,SN Ia,0.05
ZTF20abrjmgi,SN Ia,-1.0
ZTF20abqosnh,SN Ia,0.09
ZTF20aavzffg,SN Ib,0.005247
ZTF20abirxmf,SN Ia-pec,0.099
ZTF20abpscln,SN Ia,0.06
ZTF20abnrdse,SN Ia,0.075
ZTF20abnmahn,SN Ia,0.0795
ZTF20abgwgqj,SN Ia,0.1
ZTF20abpsbyg,SN Ia,0.054
ZTF20abmxstg,SN Ia,0.1
ZTF20abmapla,SN Ia,0.06
ZTF20abgbfyk,SN Ia,0.076
ZTF20abfcshg,SN Ia,0.035
ZTF20abmoakx,SN II,0.0338
ZTF19aanyuyh,SN Ia,0.024534
ZTF20abkcril,SN Ia,0.052
ZTF20abgfekk,SN Ia,0.05
ZTF20abqcvtk,SN Ia,0.05
ZTF20ableiem,SN Ia,0.015651
ZTF20abjuxoy,SN II,0.02652
ZTF20abjcyhg,SN II,0.03
ZTF20abnlsww,SN Ia,0.082
ZTF18abbikrz,SN Ia,0.04614
ZTF20abegiry,SN Ia,0.04106
ZTF20aazffau,SN IIn,0.128
ZTF20abotkfn,SN II,0.003
ZTF20abmudrv,SN Ia,0.046
ZTF20abmcyox,SN Ia,0.074
ZTF20abmcxct,SN Ia,0.03
ZTF20abodgpt,SN Ia,0.078
ZTF20ablxtlp,SN Ia,0.0388
ZTF20abmarcv,SN Ia,0.1
ZTF20aaumsrr,SN Ia,0.0073
ZTF20abpglei,SN Ia,0.055
ZTF20abmxovj,SN Ia,0.09
ZTF20abmcwtd,SN Ia,0.07
ZTF20abndzyc,SN Ia,0.07
ZTF20abmzfql,SN Ia,0.074
ZTF20abkloyg,SN Ia,0.08
ZTF20abjpvce,SN Ib,0.031288
ZTF20abjubmm,SN Ia,0.082736
ZTF20abmxtnh,SN Ia,0.05854
ZTF20abhzgly,SN Ia,0.08
ZTF20abeolsw,SN Ia,0.0641
ZTF19acyksfd,SN Ia,0.04786
ZTF18aavrzxp,SN Ia,0.07
ZTF18aaxcxih,SN Ia,0.07
ZTF18aajpjdi,SN Ia,0.0746
ZTF20abmbycd,SN Ia,0.055174
ZTF20abjcuep,SN Ia,0.08
ZTF20abhjghg,SN Ia,0.055
ZTF20abjyoty,SN II,0.018866
ZTF18acqugen,SN Ia,0.0568
ZTF20abeimho,SN Ia,0.075
ZTF19aatmkll,SN Ibn,0.024757
ZTF20abmtaya,SN II,0.030174
ZTF20abnnfpv,SN II,0.02456
ZTF20abnnftk,SN Ia,0.02168
ZTF20abcbxpj,SN Ia,0.085
ZTF19acjqecl,SN Ia,0.0878
ZTF19acitkzs,SN Ia,0.087
ZTF19abrtjsf,SN IIP,0.053741
ZTF19aargqez,SN Ia,0.026
ZTF18abvgjyl,SLSN-I,0.2405
ZTF18aahqkbt,TDE,0.051
ZTF20abnsqsr,CV,-1.0
ZTF20abevbxv,SN II,0.00531
ZTF18aahvndq,SN Ia,0.015371
ZTF19abidbya,TDE,0.117
ZTF19aakswrb,TDE,0.1206
ZTF19aabbnzo,TDE,0.091
ZTF18acaqdaa,TDE,0.212
ZTF18abiyatb,CV,0.12
ZTF20abmectx,SN Ia,0.09
ZTF20abjlaim,SN Ia,0.08
ZTF20abixkpg,SN Ia,0.09
ZTF19aarflsx,SN Ia,0.08
ZTF18acbzvpg,SN IIb,0.026
ZTF20ablkswc,SN Ia,0.08
ZTF19aaarhtg,SN Ia,0.028
ZTF20abloktg,SN Ia,0.111
ZTF20abjrror,SN Ia,0.09
ZTF20abgdtmv,SN Ia,0.08
ZTF20abjwuuv,SN Ia,0.063
ZTF20abgwffm,SN Ia,0.108
ZTF20abfqeef,SN Ia,0.061142
ZTF20abblqtl,SN Ia,0.106
ZTF20abkrwdu,SN Ia-91T-like,0.075
ZTF20abkwvgc,SN Ia,0.08
ZTF20abjxwga,SN Ia,0.06506
ZTF20abjkvyt,SN Ia,0.07
ZTF20abjkxwa,SN Ia,0.054
ZTF20abjonjs,SN II,0.015527
ZTF20abjbiqf,SN Ia,0.05
ZTF20abexyxk,SN Ia,0.05
ZTF20abisvtr,SN Ia,0.078
ZTF20abjatqy,SN II,0.026
ZTF20abixkhh,SN Ia,0.041
ZTF20abipuee,SN Ia,0.05
ZTF20abhmnom,SN Ia,0.07
ZTF20abhvnzc,SN Ia,0.02784
ZTF20abguygh,SN Ia,0.0953
ZTF20abhlncz,SN Ib,0.0308
ZTF20abhrmxh,SN Ia,0.066
ZTF20abgaovd,SN Ia,0.1
ZTF20abgoocl,SN II,0.06
ZTF20abgfvav,SN Ia,0.095
ZTF20abgzvff,SN Ia,0.025
ZTF20abgfljj,SN Ia,0.062
ZTF20abgwfek,TDE,0.062
ZTF19aamdmcs,SN Ia,0.041
ZTF20abfsemq,SN Ia,0.05
ZTF20abgevcw,SN Ia,0.0824
ZTF20abgijph,SN Ia,0.091
ZTF20abgbxvb,SN Ib,0.017409
ZTF20abgdspk,SN Ia,0.066
ZTF20abfehpe,SN II,0.06
ZTF20abfyriw,SN Ia,0.036091
ZTF20abfemvr,SN Ia,0.07
ZTF20abfybms,SN Ia,0.06
ZTF20abewogd,SN Ia,0.06
ZTF20abfklsy,SN Ia,0.05
ZTF20abfcdkj,SN II,0.059
ZTF20abffaxl,SN Ia,0.04106
ZTF20abeqsrm,SN Ia,0.048
ZTF20abektyy,SN Ia,0.158
ZTF20abegoix,SN Ia,0.044
ZTF20abeyqmx,SN Ia,0.0759
ZTF20abfcsnk,SN Ia,0.1
ZTF20abfcrzj,SN IIb,0.023
ZTF18aarbaba,SN Ia,0.0594
ZTF20abeyvwv,SN Ia,0.04923
ZTF20abehvas,SN Ia,0.0658
ZTF20abejvpr,SN Ia,0.09
ZTF20abeohfn,SN II,0.005134
ZTF20abeolig,SN Ia,0.0624
ZTF20abeoicg,SN Ia,0.0392
ZTF20abelnha,SN Ia,0.074
ZTF20abeldyn,SN Ia,0.046
ZTF20abefzfc,SN Ia,0.08
ZTF20abedydu,SN Ia,0.08
ZTF20abeeahl,SN Ia,0.0488
ZTF20abeeyrn,SN Ia,0.09679
ZTF20abegate,SN Ia,0.05
ZTF20abeezca,SN Ic,0.046
ZTF20abcuigh,SN Ia,0.11
ZTF20abeglzu,SN Ia,0.04735
ZTF20abeeytg,SN Ia,0.04274
ZTF20abeeyrs,SN Ia,0.08
ZTF20abeeyre,SN Ia,0.0534
ZTF20abedygm,SN Ia,0.092
ZTF20abdxouw,SN Ia,0.088
ZTF20abedyov,SN Ia,0.057
ZTF20abgtran,SN Ia,0.03317
ZTF20abefbnz,SN Ia,0.068
ZTF20abefdvd,SN Ia,0.03918
ZTF20abdxuew,SN Ia,0.07
ZTF20abdzrxo,SN Ia,0.037
ZTF20abdxyae,SN Iax[02cx-like],0.046
ZTF20abdxoeu,SN II,0.0275
ZTF20abdajyr,SN Ia,0.06
ZTF20abdxffu,SN Ia,0.0597
ZTF18aayyqia,SN Ia,0.0691
ZTF20abcqpdj,SN Ia,0.0533
ZTF20abdsunu,SN Ia,0.054501
ZTF20abdtiti,SN Ia,0.089
ZTF20abctyza,SN Ia,0.101
ZTF19abkrbjt,SN Ia,0.0625
ZTF20abcxnjl,SN Ia,0.089
ZTF20abcsjtx,SN Ia,0.0307
ZTF20abcsbux,SN Ia,0.09
ZTF20abciflj,SN Ia,0.04106
ZTF20abbozif,SN Ia,0.09
ZTF20abccixp,SN II,0.044
ZTF20abcgkom,SN II,0.055
ZTF20abchhuw,SN Ia,0.03
ZTF20abbpory,SN Ia,0.06
ZTF20abbrptu,SN Ia,0.03
ZTF20abbihor,SN Ia,0.04
ZTF20abatmsa,SN Ia,0.103
ZTF20abcgjvq,SN Ia,0.056079
ZTF20abbjwgc,SN Ia,0.0466
ZTF20abbplei,SN Ic-BL,0.031162
ZTF20abbpkpa,SN II,0.033
ZTF20abbpkng,SN Ib,0.0374
ZTF20abawtpy,SN Ia,0.055
ZTF20abawntz,SN Ia,0.078
ZTF20abavnaw,SN Ia,0.084
ZTF20abbhyxu,SN Ia,0.031985
ZTF20abaunmw,SN Iax[02cx-like],0.008736
ZTF20abajsne,SN Ia,0.0554
ZTF18abhbqbh,SN Ia,0.052
ZTF20abbbumr,SN Ia,0.12
ZTF20abajtzc,SN Ia,0.099
ZTF20abasqfx,SN Ia,0.09
ZTF20abatfzl,SN Ia,0.1
ZTF20abasxmb,SN Ia,0.024755
ZTF20abavxpk,SN Ia,0.030227
ZTF20abazekd,SN Ia,0.0544
ZTF20abatows,SN Ia,0.09436
ZTF20abajdvf,SN Ia,0.078
ZTF20abazeye,CV,0.0
ZTF20abcxnbb,SN Ia,0.03
ZTF20abawgdl,SN Ia,0.02291
ZTF20aazpnxl,SN Ia,0.121
ZTF20aazpphr,SN II,0.166
ZTF20abapyxl,SN Ia,0.085
ZTF20abaknoz,SN Ia,0.08
ZTF20aazsyvu,SN Ia,0.072
ZTF20aazymxi,SN Ia,0.04
ZTF20aazpaki,SN Ia,0.08
ZTF20aazycgy,SN II,0.0295
ZTF20aazqiel,SN Ia,0.124
ZTF20aazooyu,SN Ia,0.12
ZTF20aazpwen,SN Ia,0.079
ZTF20aazstdx,SN Ia,0.06
ZTF20aazquhc,SN Ia,0.03456
ZTF20aazswwk,SN II,0.032
ZTF20aazpyhy,SN Ic-BL,0.066
ZTF20aazrxef,SN II,0.033
ZTF20aazjwgh,SN Ia,0.0557
ZTF20aazpapu,SN Ia,0.09
ZTF20aazoqmh,SN Ia,0.055
ZTF20aazpphd,SN II,0.046
ZTF20aazdsjr,SN Ia,0.06
ZTF20aaznpor,SN Ia,0.039544
ZTF20aayvqhl,SN Ia,0.0826
ZTF20aazgxgk,SN Ia,0.0759
ZTF20aazhyrs,SN Ib,0.0599
ZTF20aazkjfv,SN Ic-BL,0.03696
ZTF20aazkxcw,SN Ia,0.035
ZTF20aazgtmp,SN Ia,0.0237
ZTF20aayvubx,SN Ia,0.041
ZTF20aazdsty,SN Ia,0.07
ZTF20aayxkqy,SN Ia,0.131
ZTF20aazcnrv,SN II,0.022836
ZTF20aayxldg,SN Ia,0.047369
ZTF20aayvymx,SN Ia,0.074
ZTF18aavsilo,SN Ia,0.04592
ZTF20aayvmyh,SN IIn,0.065
ZTF20aayprqz,SLSN-I,0.06
ZTF20aayubpi,SN Ia,0.02
ZTF20aayjxdv,SN Ia,0.058
ZTF20abgbuly,SN IIb,0.01709
ZTF20aaynrrh,SN II,0.00502
ZTF20aaybqae,SN Ia,0.094
ZTF20aayknlo,SN Ia,0.01993
ZTF20aaxicpu,SN Ia,0.07207
ZTF20aayjyhp,SN Ia,0.071
ZTF20aazewcq,SN Ia,0.0515
ZTF20aayeims,SN Ia,0.061539
ZTF18aangpkx,SN Ia,0.0699
ZTF20aaxuwuh,SN Ia,0.0703
ZTF20aazewhe,SN Ia,0.086
ZTF20aaxndzx,SN Ia,0.088
ZTF20aaxxepr,SN Ia,0.08
ZTF20ablqacl,SN II,0.012699
ZTF20aaydgsu,SN Ia,0.05
ZTF20aaxunbm,SN II,0.05465
ZTF20aaxmtxg,SN Ia,0.100215
ZTF20aaxxcms,SN Ia,0.074
ZTF18aahatvc,SN Ia-91T-like,0.0778
ZTF20aaxvzja,SN Ib,0.033
ZTF20aaxxhib,SN Ia,0.07
ZTF20aaxccrm,SN Ia,0.09
ZTF20aavynba,SN Ia,0.122
ZTF20aawadcp,SN Ia,0.034
ZTF20aaxahpk,SN Ia,0.07045
ZTF20aawqywr,SN Ia,0.0499
ZTF20aaxhzhc,SN IIb,0.037
ZTF20aayknbc,SN II,0.0467
ZTF20aawxsit,SN Ia-pec,0.037
ZTF20aawwcgb,SN Ia,0.041742
ZTF20aawcjrx,SN Ia,0.0508
ZTF20aawdjlp,SN Ia,0.03
ZTF20aawoojh,SN Ia,0.05
ZTF20aavnnzx,SN Ia,0.06
ZTF20aawmlfq,SN Ia,0.031795
ZTF20aawgrcu,SN II,0.042
ZTF20aavvaup,SN II,0.032668
ZTF20aavvzlw,SN Ia,0.07
ZTF20aavofki,SN Ia,0.08
ZTF20aavpyxo,SN II,0.061316
ZTF20aavrkxw,SN Ia,0.11
ZTF20aavtdxj,SN Ia,0.09
ZTF20aavcvrm,SN Ic-BL,0.055
ZTF20aavrloz,SN Ia,0.04332
ZTF20aavnnat,SN Ia,0.032206
ZTF20aavrukn,SN Ia,0.084
ZTF20aavptjf,SN II,0.03
ZTF20aavnnqo,SN Ia,0.03683
ZTF20aavdgib,SN Ia,0.1
ZTF20aavfwdo,SN Ia,0.0678
ZTF20aavrzha,SN Ia,0.019043
ZTF18aawpwlf,SN II,0.02344
ZTF20aavpnlv,SN Ia,0.005838
ZTF20aavvjie,SN Ia,0.065
ZTF20aavnnkm,SN Ia,0.055
ZTF20aavhqvo,SN Ia,0.07
ZTF20aauzoca,SN Ia,0.07
ZTF20aavhyel,SN Ic,0.02524
ZTF20aavgcnu,SN Ic,0.017749
ZTF18aakkrjm,SN Ib,0.02091
ZTF20aaurknv,SN Ia,0.05728
ZTF20aavdcxo,SN II,0.06
ZTF18aarikzk,SN Ia,0.0563
ZTF20aaurzce,SN Ia,0.02744
ZTF20aauwjla,SN Ia,0.065
ZTF20aauvmix,SN Ia,0.1
ZTF20aauwhyi,SN Ia,0.0732
ZTF20aaurjbj,SN II,0.043
ZTF20aaurfhs,SN II,0.0352
ZTF20aausahr,SN II,0.04316
ZTF20aautzig,SN Ia,0.0649
ZTF20aautscv,SN Ia,0.0592
ZTF20aavhire,SN Ia,0.0374
ZTF20aauwrod,SN Ia,0.1083
ZTF20aaurexl,SN Ic-BL,0.07
ZTF20aaurfwa,SN IIn,0.0935
ZTF20aautzif,SN Ia,0.03789
ZTF20aaurfcm,SN Ia,0.09
ZTF20aauonld,SN Ia,0.053
ZTF20aauwhfa,SN Ic,0.012
ZTF20aausxam,SN Ia,0.071
ZTF20aavhixe,SN IIn,0.051
ZTF20aauuiri,SN Ia,0.05
ZTF20aawdwch,LRN,0.002248
ZTF20aaurgib,SN II,0.025414
ZTF20aaurhio,SN Ia,0.08
ZTF20aauvbez,SN II,0.04106
ZTF20aayxdse,SN II,0.0865
ZTF20aauvjws,SN II,0.0299
ZTF20aauyhea,SN Ia,0.051
ZTF20aawxpru,SN II,0.028396
ZTF20aaurucm,SN Ia,0.09
ZTF20aauqoim,SN Ia,0.07
ZTF20aauqrpe,SN Ia,0.08
ZTF20aauoktk,SN II,0.063
ZTF18aajivpr,SN Ia,0.0515
ZTF20aawiicr,SN II,0.01893
ZTF20aaupolv,SN Ia,0.05
ZTF20aauooag,SN Ia,0.075
ZTF20aauomaf,SN Ia,0.0852
ZTF20aauowam,SN Ia,0.064
ZTF20aauombk,SN Ia,0.0389
ZTF20aaullwp,SN Ia,0.024
ZTF20aaukudw,SN Ia,0.05
ZTF20aaummmc,SN Ia,0.042446
ZTF20aaunfpj,SN II,0.007515
ZTF20aatzhhl,SN IIb,0.007522
ZTF18aakiwbs,SN Ia,0.066
ZTF20aatxnxq,SN Ia,0.065
ZTF20aatqief,SN Ia,0.08
ZTF20aatppnn,SN Ia,0.07182
ZTF18aarlpzd,SN Ib,0.01
ZTF20aattrld,SN Ia,0.06845
ZTF20aatzwgk,SN Ia,0.01438
ZTF20aatulug,SN Ia,0.097
ZTF20aatqgeo,SN II,0.0319
ZTF20aattotq,SN Ia,0.014397
ZTF20aattoch,SN II,0.0263
ZTF20aaullwz,SN II,0.02723
ZTF20aattqbi,SN Ia,0.065
ZTF20aattqnm,SN Ia,0.0845
ZTF20aatqidk,SN II,0.0339
ZTF19aaapljd,AGN,0.096
ZTF20aatuqps,SN Ia,0.08561
ZTF20aatqesi,SN II,0.04106
ZTF20aatxryt,SN Ia,0.03
ZTF20aatpxkq,SN Ia,0.0687
ZTF20aatpoef,SN Ia,0.0711
ZTF20aatpoeh,SN Ia,0.07
ZTF20aatzfin,SN Ia,0.0668
ZTF20aatpwaf,SN Ia,0.09
ZTF20aattyuz,SLSN-I,0.133
ZTF20aattqcv,SN Ia,0.06
ZTF20aattriw,SN Ia,0.0581
ZTF20aatwonv,SN Ia,-1.0
ZTF18aaisybp,SN Ic,0.062312
ZTF20aauoipy,SN II,0.025
ZTF20aatwisu,SN II,0.0338
ZTF20aatvdwr,SN IIP,0.036
ZTF20aattqle,SN II,0.04543
ZTF20aattsxa,SN Ia-91T-like,0.03076
ZTF20aattrkw,SN II,0.011
ZTF20aasvmbk,SN Ib/c,0.04043
ZTF19acmbhvv,SN Ia,0.062406
ZTF20aaswzdm,SN IIn,0.033
ZTF20aasfhia,SN II,0.05
ZTF20aasitrr,SN Ia,0.021158
ZTF20aasijew,SN II,0.030074
ZTF20aasfdfr,SN Ia,0.055238
ZTF20aasapko,SN Ia,0.07
ZTF20aascwar,SN Ia,0.048
ZTF20aascvvo,SN II,0.014
ZTF20aasctts,SN Ia-91T-like,0.04567
ZTF20aartnkv,SN IIn,0.06954
ZTF20aarucek,SN Ia,0.07
ZTF20aaqrddh,SN Ia,0.0799
ZTF20aauhbvu,SN IIP,0.0048
ZTF20aarcpql,SN Ia,0.0474
ZTF18aahshhp,SN Ia,0.059594
ZTF20aaqgmji,SN Ia,0.08
ZTF20aaqhtcd,SN Ia,0.06
ZTF20aaqvzko,SN Ia,0.04
ZTF20aaqtlwo,SN Ic,0.0336
ZTF20aaqshoz,SN Ia,0.04417
ZTF20aaqpxtm,SN Ia,0.052328
ZTF20aaosuzy,SN Ia,0.11
ZTF20aaogrqe,SN Ia,0.09
ZTF20aaoldej,SN II,0.025781
ZTF20aaosoct,SN Ia-91T-like,0.059
ZTF20aapycrh,SN II,0.015
ZTF20aaowuim,SN Ia,0.0267
ZTF18abjijwk,SN Ia,0.08
ZTF20aaoxbju,SN II,0.06381
ZTF20aaormnl,SN Ia,0.09
ZTF20aapchqy,SN II,0.003883
ZTF20aanvsds,SN Ia,0.075
ZTF20aaophpu,SN II,0.017
ZTF20aaoojli,SN Ia,0.051066
ZTF20aaomtwl,SN Ia,0.03
ZTF20aanyxvu,SN Ia,0.04
ZTF20aammbvq,SN IIn,0.025
ZTF19aaklqod,SN Ia,0.03
ZTF20aamknna,SN Ia,0.077
ZTF20aansktb,SN Ia,0.1
ZTF20aanvqbi,SN II,0.03276
ZTF20aamntsk,SN Ia,0.080155
ZTF20aaomeaa,SN Ia,0.03
ZTF20aanvliy,SN Ia,0.083
ZTF20aamttmo,SN Ia,0.05
ZTF20aamttiw,SN II,0.0449
ZTF20aandwrl,SN Ia,0.09815
ZTF20aamqmhj,SN Ic,0.04759
ZTF20aamuqwn,SN Ia,0.015007
ZTF20aamenwg,SN Ia,0.084
ZTF20aamttni,SN Ia,0.05351
ZTF20aanafwi,SN Ia,0.08
ZTF20aamxuwl,SN II,0.037
ZTF20aanadof,SN IIP,0.02503
ZTF20aamerev,SN Ia,0.09
ZTF20aamamnp,SN II,0.05
ZTF20aamlmec,SN II,0.034424
ZTF20aamsjws,SN Ia,0.03023
ZTF20aamqslk,SN Ia,0.0864
ZTF20aamoaim,SN II,0.0483
ZTF20aamnvij,SN Ia,0.07
ZTF20aammtwx,SN Ic,0.027189
ZTF20aammdfk,SN IIn,0.0973
ZTF20aammnnm,SN Ia,0.11
ZTF20aamknxn,SN Ia,0.0892
ZTF20aamdsjv,SN Ia,0.0609
ZTF20aammbrw,SN Ia,0.06297
ZTF20aamgdkb,SN Ia,0.075
ZTF18aaybfsd,SN Ia,0.04
ZTF20aambbfn,SN Ia,0.0439
ZTF20aamhocj,SN Ia,0.07
ZTF20aamdyal,SN Ia,0.11
